id_receita;Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;rel_orgao;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%);ano
150;1,12E+13; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 4.680,00;R$ 4.680,00;R$ 0,00;R$ 0,00;R$ 3.875,87;R$ 3.875,87;R$ 4.680,00;82.82;2024
151;1,12E+13; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 225,49;R$ 4.101,36;R$ 0,00;0.0;2024
152;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 479,43;R$ 4.325,99;R$ 0,00;0.0;2024
153;1,12E+13; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 904,52;R$ 6.796,37;R$ 0,00;0.0;2024
154;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.650,12;R$ 15.367,53;R$ 0,00;0.0;2024
155;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.718,65;R$ 22.086,18;R$ 0,00;0.0;2024
156;1,12E+13; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.469,90;R$ 8.266,27;R$ 0,00;0.0;2024
157;1,12E+13; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.724,54;R$ 10.990,81;R$ 0,00;0.0;2024
158;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.551,28;R$ 28.637,46;R$ 0,00;0.0;2024
159;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.053,21;R$ 5.379,20;R$ 0,00;0.0;2024
160;1,12E+13; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 997,97;R$ 5.099,33;R$ 0,00;0.0;2024
161;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.338,21;R$ 10.717,41;R$ 0,00;0.0;2024
162;1,12E+13; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; Taxas de Inspeção, Contr. e Fisc. - Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 792,52;R$ 5.891,85;R$ 0,00;0.0;2024
163;1,75E+13; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Receitas Correntes; Transferências Correntes; Transferências de Outras Instituições Públicas; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB; ; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB; Não se aplica; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 17.589.426,00;R$ 17.589.426,00;R$ 0,00;R$ 0,00;R$ 1.570.564,23;R$ 1.570.564,23;R$ 17.589.426,00;8.93;2024
164;1,12E+13; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 48.979,00;R$ 48.979,00;R$ 0,00;R$ 0,00;R$ 479,73;R$ 479,73;R$ 48.979,00;0.98;2024
165;1,11E+13; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Impostos sobre Produção, Circulação e Serviços; Impostos sobre Serviços; Imposto sobre Serviços de Qualquer Natureza - ISSQN; Impostos sobre Produção, Circulação e Serviços; Impostos sobre Serviços; Imposto sobre Serviços de Qualquer Natureza - ISSQN; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 34.073,00;R$ 34.073,00;R$ 0,00;R$ 0,00;R$ 960,09;R$ 960,09;R$ 34.073,00;2.82;2024
166;1,12E+13; TPS - Taxa de Limpeza Púlbica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Principal; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; TPS - Taxa de Limpeza Púlbica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 837.154,00;R$ 837.154,00;R$ 0,00;R$ 0,00;R$ 238.637,18;R$ 238.637,18;R$ 837.154,00;28.51;2024
167;1,11E+13; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Impostos sobre Produção, Circulação e Serviços; Impostos sobre Serviços; Imposto sobre Serviços de Qualquer Natureza - ISSQN; Impostos sobre Produção, Circulação e Serviços; Impostos sobre Serviços; Imposto sobre Serviços de Qualquer Natureza - ISSQN; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.177,23;R$ 2.137,32;R$ 0,00;0.0;2024
168;1,12E+13; TPS - Taxa de Limpeza Púlbica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Principal; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; TPS - Taxa de Limpeza Púlbica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 141.439,81;R$ 380.076,99;R$ 0,00;0.0;2024
169;1,12E+13; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 864,42;R$ 1.344,15;R$ 0,00;0.0;2024
170;1,75E+13; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Receitas Correntes; Transferências Correntes; Transferências de Outras Instituições Públicas; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB; ; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB; Não se aplica; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.564.571,71;R$ 3.135.135,94;R$ 0,00;0.0;2024
171;1,12E+13; TPS - Taxa de Limpeza Púlbica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Principal; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; TPS - Taxa de Limpeza Púlbica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 18.817,76;R$ 398.894,75;R$ 0,00;0.0;2024
172;1,11E+13; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Impostos sobre Produção, Circulação e Serviços; Impostos sobre Serviços; Imposto sobre Serviços de Qualquer Natureza - ISSQN; Impostos sobre Produção, Circulação e Serviços; Impostos sobre Serviços; Imposto sobre Serviços de Qualquer Natureza - ISSQN; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.080,64;R$ 3.217,96;R$ 0,00;0.0;2024
173;1,12E+13; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 820,32;R$ 2.164,47;R$ 0,00;0.0;2024
174;1,75E+13; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Receitas Correntes; Transferências Correntes; Transferências de Outras Instituições Públicas; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB; ; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB; Não se aplica; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB - Princ; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.433.623,28;R$ 4.568.759,22;R$ 0,00;0.0;2024
