rel_entidade;nome_do_programa;funcao;descricao_programa;c�digo_da_despesa;valor_or�ado_despesa;valor_atualizado_despesa;empenhado_atualizado_da_despesa;liquido_atualizado_da_despesa;valor_pago_atualizado_despesa
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Esgoto Pluvial;23;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Esgoto Pluvial;24;R$ 100.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Esgoto Pluvial;25;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Implantação do Esgotamento Sanitário;26;R$ 500.000,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Implantação do Esgotamento Sanitário;27;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;28;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;29;R$ 300.000,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;30;R$ 10.000,00;R$ 8.821,00;R$ 8.821,00;R$ 8.821,00;R$ 8.821,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;31;R$ 100.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;32;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;33;R$ 500.000,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;34;R$ 850.000,00;R$ 770.000,00;R$ 753.226,53;R$ 753.226,53;R$ 732.973,33
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;35;R$ 823,00;R$ 4.823,00;R$ 4.798,88;R$ 4.798,88;R$ 1.762,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;36;R$ 86.022,00;R$ 86.022,00;R$ 63.716,53;R$ 63.716,53;R$ 62.232,53
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;37;R$ 2.866,00;R$ 2.866,00;R$ 2.771,87;R$ 2.771,87;R$ 2.771,87
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;38;R$ 379.000,00;R$ 646.072,40;R$ 557.500,20;R$ 557.500,20;R$ 517.034,15
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;39;R$ 1.000,00;R$ 3.100,00;R$ 3.080,45;R$ 3.080,45;R$ 3.080,45
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;40;R$ 48.440,00;R$ 48.440,00;R$ 2.372,73;R$ 2.372,73;R$ 2.372,73
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;41;R$ 52.166,00;R$ 52.166,00;R$ 34.278,96;R$ 34.278,96;R$ 24.005,86
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;42;R$ 48.440,00;R$ 48.440,00;R$ 5.050,00;R$ 5.050,00;R$ 5.050,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;43;R$ 100.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;44;R$ 200.000,00;R$ 174.941,90;R$ 174.941,90;R$ 174.004,81;R$ 174.004,81
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;45;R$ 100.000,00;R$ 359.312,40;R$ 336.158,70;R$ 336.158,70;R$ 336.158,70
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;46;R$ 302.000,00;R$ 302.000,00;R$ 301.239,85;R$ 301.239,85;R$ 293.203,64
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;47;R$ 140.000,00;R$ 140.000,00;R$ 137.153,02;R$ 137.153,02;R$ 132.905,29
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;48;R$ 2.000,00;R$ 8.000,00;R$ 7.900,00;R$ 7.900,00;R$ 7.900,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;49;R$ 660.264,00;R$ 940.264,00;R$ 846.255,71;R$ 846.255,71;R$ 840.946,75
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;50;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Aquisição de Equipamentos Agrícolas;90;R$ 212.500,00;R$ 212.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Saneamento dos Valões do perímetro Urbano;47;R$ 312.500,00;R$ 312.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Convênio Manutenção Rádio Patrulha;17;R$ 6.250,00;R$ 6.250,00;R$ 3.283,52;R$ 3.283,52;R$ 3.283,52
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Eventos Culturais;124;R$ 10.000,00;R$ 10.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Construção de Centro  Cultural;118;R$ 126.250,00;R$ 126.250,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Eventos Culturais;125;R$ 2.500,00;R$ 2.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Saneamento; Lagoa Limpa;100;R$ 325.000,00;R$ 325.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;85;R$ 2.000,00;R$ 2.000,00;R$ 528,00;R$ 528,00;R$ 528,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;78;R$ 1.250,00;R$ 1.250,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Manutenção das Atividades Culturais;119;R$ 2.500,00;R$ 2.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;75;R$ 6.250,00;R$ 6.250,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;41;R$ 25.000,00;R$ 25.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;60;R$ 1.180,00;R$ 1.180,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;22;R$ 3.075,00;R$ 3.075,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Reserva de Contingência; Reserva de Contingência; Reserva de Contingência;130;R$ 13.000,00;R$ 13.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;51;R$ 500.000,00;R$ 500.000,00;R$ 79.831,68;R$ 79.831,68;R$ 79.831,68
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;52;R$ 1.000.000,00;R$ 1.000.000,00;R$ 185.231,20;R$ 185.231,20;R$ 185.231,20
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;53;R$ 586.667,00;R$ 636.667,00;R$ 618.394,40;R$ 618.394,40;R$ 593.073,34
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;54;R$ 400.000,00;R$ 700.000,00;R$ 652.229,11;R$ 647.369,25;R$ 611.508,61
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;55;R$ 5.000,00;R$ 5.000,00;R$ 4.408,00;R$ 4.408,00;R$ 4.408,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;56;R$ 1.860.401,00;R$ 1.860.401,00;R$ 1.538.219,77;R$ 1.538.219,77;R$ 1.387.555,08
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;57;R$ 200.000,00;R$ 200.000,00;R$ 200.000,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;58;R$ 178.588,00;R$ 178.588,00;R$ 96.590,69;R$ 96.275,94;R$ 96.275,94
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;59;R$ 1.439,00;R$ 1.439,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;60;R$ 385.000,00;R$ 635.000,00;R$ 588.887,29;R$ 584.149,20;R$ 573.189,20
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;61;R$ 5.000,00;R$ 5.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;62;R$ 200.000,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;63;R$ 200.000,00;R$ 200.000,00;R$ 91.024,90;R$ 91.024,90;R$ 91.024,90
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Fundamental;64;R$ 50.000,00;R$ 120.000,00;R$ 84.212,08;R$ 65.612,08;R$ 65.612,08
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Aquisição de Veículos p/Educação;65;R$ 100.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Aquisição de Veículos p/Educação;66;R$ 150.000,00;R$ 150.000,00;R$ 450,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;67;R$ 650.000,00;R$ 920.000,00;R$ 898.783,92;R$ 898.783,92;R$ 898.783,92
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;68;R$ 21.000,00;R$ 36.000,00;R$ 28.094,84;R$ 28.094,84;R$ 28.094,84
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;69;R$ 7.000,00;R$ 7.000,00;R$ 3.477,00;R$ 3.477,00;R$ 3.477,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;70;R$ 380.000,00;R$ 280.000,00;R$ 188.433,01;R$ 188.433,01;R$ 188.433,01
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;71;R$ 1.466.667,00;R$ 1.966.667,00;R$ 1.749.981,37;R$ 1.749.981,37;R$ 1.708.650,54
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;72;R$ 3.035.357,00;R$ 4.025.357,00;R$ 3.895.665,17;R$ 3.895.665,17;R$ 3.847.347,91
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;73;R$ 1.680,00;R$ 1.680,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;74;R$ 44.454,00;R$ 44.454,00;R$ 10.728,00;R$ 7.928,00;R$ 7.928,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;75;R$ 208.125,00;R$ 208.125,00;R$ 108.540,97;R$ 108.540,97;R$ 108.540,97
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;76;R$ 460.000,00;R$ 1.260.000,00;R$ 1.217.738,72;R$ 1.212.425,70;R$ 773.260,43
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;77;R$ 767.638,00;R$ 767.638,00;R$ 708.952,43;R$ 705.952,43;R$ 705.315,43
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;78;R$ 10.000,00;R$ 10.000,00;R$ 8.834,25;R$ 8.834,25;R$ 8.834,25
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;79;R$ 20.000,00;R$ 20.000,00;R$ 19.974,00;R$ 17.724,00;R$ 17.724,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Médio;80;R$ 17.100,00;R$ 17.100,00;R$ 10.388,25;R$ 10.388,25;R$ 10.388,25
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;81;R$ 50.000,00;R$ 50.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;82;R$ 100,00;R$ 100,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;83;R$ 25.000,00;R$ 25.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;84;R$ 250.000,00;R$ 250.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;85;R$ 200.000,00;R$ 1.658.604,61;R$ 1.532.135,99;R$ 1.049.045,48;R$ 1.049.045,48
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Infantil;86;R$ 100.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Infantil;87;R$ 60.000,00;R$ 210.000,00;R$ 203.072,30;R$ 203.072,30;R$ 203.072,30
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;88;R$ 1.866.667,00;R$ 1.866.667,00;R$ 926.566,76;R$ 926.566,76;R$ 926.080,23
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;89;R$ 1.626.667,00;R$ 1.626.667,00;R$ 1.258.381,76;R$ 1.258.381,76;R$ 1.234.156,85
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;90;R$ 2.545.333,00;R$ 3.605.333,00;R$ 3.520.234,88;R$ 3.520.234,88;R$ 3.461.826,39
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;91;R$ 320.000,00;R$ 370.000,00;R$ 352.738,31;R$ 352.500,95;R$ 341.793,46
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;92;R$ 2.000,00;R$ 2.000,00;R$ 1.943,00;R$ 1.943,00;R$ 1.943,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;93;R$ 476.000,00;R$ 536.000,00;R$ 526.194,53;R$ 526.194,53;R$ 515.548,79
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;94;R$ 60.000,00;R$ 110.000,00;R$ 103.467,24;R$ 101.481,05;R$ 100.310,62
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;95;R$ 1.000,00;R$ 1.000,00;R$ 735,00;R$ 735,00;R$ 735,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;96;R$ 5.000,00;R$ 5.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;97;R$ 5.000,00;R$ 5.000,00;R$ 5.000,00;R$ 5.000,00;R$ 5.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;98;R$ 8.000,00;R$ 8.000,00;R$ 1.173,00;R$ 1.173,00;R$ 1.173,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;99;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Apoio ao Portador de Necessidades Especiais;100;R$ 77.000,00;R$ 87.000,00;R$ 85.000,00;R$ 85.000,00;R$ 85.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;1;R$ 600.000,00;R$ 710.000,00;R$ 689.248,38;R$ 689.248,38;R$ 679.864,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;2;R$ 50.000,00;R$ 60.000,00;R$ 50.940,18;R$ 50.296,92;R$ 50.296,92
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;3;R$ 8.000,00;R$ 14.000,00;R$ 12.523,90;R$ 12.523,90;R$ 12.523,90
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;4;R$ 106.667,00;R$ 106.667,00;R$ 98.710,10;R$ 98.710,10;R$ 94.949,54
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;5;R$ 30.000,00;R$ 30.000,00;R$ 12.918,39;R$ 12.918,39;R$ 12.461,66
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;6;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;7;R$ 1.653.333,00;R$ 1.653.333,00;R$ 1.517.261,67;R$ 1.517.261,67;R$ 1.493.587,80
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;8;R$ 80.000,00;R$ 85.000,00;R$ 81.594,74;R$ 81.594,74;R$ 81.594,74
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;9;R$ 1.500.000,00;R$ 2.160.000,00;R$ 2.127.816,63;R$ 2.114.109,72;R$ 2.061.068,08
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;10;R$ 25.000,00;R$ 219.000,00;R$ 215.987,47;R$ 190.517,47;R$ 190.517,47
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Convênio Manutenção Rádio Patrulha;11;R$ 30.000,00;R$ 30.000,00;R$ 14.528,11;R$ 14.528,11;R$ 14.528,11
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Manutenção Corpo de Bombeiros;12;R$ 50.000,00;R$ 60.000,00;R$ 58.801,73;R$ 58.801,73;R$ 58.716,73
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Manutenção Corpo de Bombeiros;13;R$ 19.462,00;R$ 19.462,00;R$ 10.328,00;R$ 10.328,00;R$ 10.328,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;14;R$ 1.000.000,00;R$ 1.130.000,00;R$ 898.256,68;R$ 898.256,68;R$ 898.256,68
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;15;R$ 500.000,00;R$ 903.000,00;R$ 889.222,00;R$ 889.222,00;R$ 889.222,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;16;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;17;R$ 436.021,00;R$ 676.021,00;R$ 656.281,72;R$ 656.281,72;R$ 655.904,74
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;18;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;19;R$ 626.667,00;R$ 626.667,00;R$ 590.625,48;R$ 590.625,48;R$ 587.741,34
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;20;R$ 100.000,00;R$ 160.000,00;R$ 139.762,84;R$ 139.762,84;R$ 134.515,69
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;21;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;22;R$ 3.000,00;R$ 7.600,00;R$ 6.732,50;R$ 6.732,50;R$ 6.732,50
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;23;R$ 213.333,00;R$ 213.333,00;R$ 10.915,28;R$ 10.915,28;R$ 10.915,28
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;24;R$ 45.000,00;R$ 45.000,00;R$ 44.475,00;R$ 44.475,00;R$ 44.265,86
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;25;R$ 2.000,00;R$ 2.000,00;R$ 1.872,18;R$ 1.872,18;R$ 1.872,18
