rel_entidade;numero_do_processo;ano_processo;numero_da_licitacao;ano_da_licitacao;objeto;modalide;data_de_abertura;data_de_publicacao;tipo_de_objeto;forma_de_julgamento;data_da_homologacao;situacao;data_de_anulacao;data_de_criacao;data_do_julgamento;data_da_revogacao;forma_de_contratacao;valor_estimado;valor_homologado
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;10;2026;7;2026; O OBJETO DA PRESENTE INEXIGIBILIDADE DE LICITAÇÃO CONSISTE NA CONTRATAÇÃO DE LABORATÓRIO DE ANÁLISES CLÍNICAS PARA PRESTAÇÃO DE SERVIÇOS DE COLETA, REALIZAÇÃO E ENTREGA DE EXAMES CLÍNICOS, DESTINADOS AO ATENDIMENTO DOS USUÁRIOS DO SISTEMA ÚNICO DE SAÚDE (SUS) NA REDE MUNICIPAL DE SAÚDE DO MUNICÍPIO DE BALNEÁRIO GAIVOTA COM BASE NOS PROCEDIMENTOS E VALORES CONSTANTES NA TABELA DE EXAMES LABORATORIAIS DO SISTEMA DE INFORMAÇÕES AMBULATORIAIS DO SISTEMA ÚNICO DE SAÚDE (SIA/SUS) – TABELA UNIFICADA DE; Inexigibilidade de licitação; -; -; Prestação de serviços; Inexigibilidade de Licitação; 07/05/2026; HOMOLOGADO; -; 07/05/2026;  - ; -; Contratação direta;R$ 110.000,30;R$ 110.000,30
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;6;2026;6;2026; PELA DESPESA EMPENHA REF, AQUISIÇÃO DE CORAS DE FLORES PARA HOMENAGENS PÓSTUMAS E ARRANJO DE FLORES  PARA DECORAÇÃO; Dispensa de licitação; -; -; Aquisição de bens; MENOR PREÇO GLOBAL; 09/01/2026; HOMOLOGADO; -; 09/01/2026;  - ; -; Contratação direta;R$ 3.750,00;R$ 3.750,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;13;2026;6;2026; CREDENCIAMENTO DE EMPRESAS PARA A PRESTAÇÃO DE SERVIÇOS DE INSERÇÃO DE MÍDIA EM JORNAL IMPRESSO COM CONTEÚDO PRIORITARIAMENTE LOCAL E INFORMATIVO, SERVIÇOS DE TELEVISÃO, SERVIÇOS DE MÍDIA ONLINE PARA DIVULGAÇÃO DE MATÉRIAS JORNALÍSTICAS E CAMPANHAS INSTITUCIONAIS, SERVIÇOS DE RÁDIODIFUSÃO E ASSINATURAL ANUAL DE JORNAL DESTINADO ÀS SECRETARIAS DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, em conformidade com as especificações mínimas constantes no Edital, Termo de Referência e demais Anexo.; Inexigibilidade de licitação; -; 29/01/2026; Prestação de serviços; Sem Competitividade; 29/01/2026; HOMOLOGADO; -; 29/01/2026;  - ; -; Contratação direta;R$ 11.400,00;R$ 11.400,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;9;2026;6;2026; O OBJETO DA PRESENTE INEXIGIBILIDADE DE LICITAÇÃO CONSISTE NA CONTRATAÇÃO DE LABORATÓRIO DE ANÁLISES CLÍNICAS PARA PRESTAÇÃO DE SERVIÇOS DE COLETA, REALIZAÇÃO E ENTREGA DE EXAMES CLÍNICOS, DESTINADOS AO ATENDIMENTO DOS USUÁRIOS DO SISTEMA ÚNICO DE SAÚDE (SUS) NA REDE MUNICIPAL DE SAÚDE DO MUNICÍPIO DE BALNEÁRIO GAIVOTA COM BASE NOS PROCEDIMENTOS E VALORES CONSTANTES NA TABELA DE EXAMES LABORATORIAIS DO SISTEMA DE INFORMAÇÕES AMBULATORIAIS DO SISTEMA ÚNICO DE SAÚDE (SIA/SUS) – TABELA UNIFICADA DE; Inexigibilidade de licitação; -; -; Prestação de serviços; Inexigibilidade de Licitação; 07/05/2026; HOMOLOGADO; -; 06/05/2026;  - ; -; Contratação direta;R$ 110.000,30;R$ 110.000,30
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;5;2026;5;2026; AQUISIÇÃO DE AGUA MINERAL  ENGARRAFADA; Dispensa de licitação; -; -; Aquisição de bens; MENOR PREÇO GLOBAL; 08/01/2026; HOMOLOGADO; -; 08/01/2026;  - ; -; Contratação direta;R$ 5.445,00;R$ 5.445,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;10;2026;5;2026; LOCAÇÃO DE IMÓVEL, COMPOSTO POR 02 (DUAS) SALAS, SITUADO NA RODOVIA JOSÉ TISKOSKI, BAIRRO LAGOA DE FORA, NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, DESTINADO A ABRIGAR AS INSTALAÇÕES DA SECRETARIA MUNICIPAL DE AGRICULTURA E PESCA.; Inexigibilidade de licitação; -; 28/01/2026; Locação; Sem Competitividade; 28/01/2026; HOMOLOGADO; -; 21/01/2026;  - ; -; Contratação direta;R$ 32.834,76;R$ 32.834,76
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;6;2026;5;2026; O OBJETO DA PRESENTE INEXIGIBILIDADE DE LICITAÇÃO É A LOCAÇÃO DE UM IMÓVEL DE ALVENARIA, ÁREA APROXIMADAMENTE DE 50M², LOCALIZADO NO BAIRRO LAGOINHAS, DESTINADO AO FUNCIONAMENTO DO POSTO DE ATENDIMENTO DA ESTRATÉGIA SAÚDE DA FAMÍLIA (ESF) NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC.; Inexigibilidade de licitação; -; 13/03/2026; Locação; Inexigibilidade de Licitação; 13/03/2026; HOMOLOGADO; -; 12/03/2026;  - ; -; Contratação direta;R$ 8.413,68;R$ 8.413,68
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;38;2026;5;2026; O PRESENTE PROCEDIMENTO LICITATÓRIO TEM COMO OBJETIVO REGISTRAR PREÇOS COM A FINALIDADE DE SELECIONAR A PROPOSTA MAIS VANTAJOSA PARA FUTURA(S) E EVENTUAL(IS) AQUISIÇÕES DE MADEIRAS COM OU SEM TRATAMENTO, DESTINADOS A ATENDER AS DEMANDAS DA SECRETARIA DE OBRAS E SERVIÇOS URBANOS, DAS DEMAIS SECRETARIAS E DOS ENTES CONVENIADOS VINCULADOS AO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, EM CONFORMIDADE COM AS ESPECIFICAÇÕES MÍNIMAS DESCRITAS NO EDITAL, TERMO DE REFERÊNCIA E DEMAIS ANEXOS.; Pregão eletrônico; 20/04/2026 09:00; 08/04/2026; Aquisição de bens; MENOR PREÇO; 27/04/2026; HOMOLOGADO; -; 08/04/2026; 20/04/2026; -; Licitação;R$ 612.743,20;R$ 434.413,60
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;4;2026;4;2026; CONTRATAÇÃO DE EMPRESA ESPECIALIZADA LAVAÇÃO AUTOMOTIVA; Dispensa de licitação; -; -; Prestação de serviços; MENOR PREÇO GLOBAL; 08/01/2026; HOMOLOGADO; -; 08/01/2026;  - ; -; Contratação direta;R$ 2.800,00;R$ 2.800,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;12;2026;4;2026; LOCAÇÃO DE UM IMÓVEL DE ALVENARIA COM ÁREA APROXIMADA DE 256,38 M², LOCALIZADO NA RUA NOVA, NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, DESTINADO AO FUNCIONAMENTO DO CENTRO DE EDUCAÇÃO INFANTIL ABELHINHA.; Inexigibilidade de licitação; -; 26/01/2026; Locação; Sem Competitividade; 26/01/2026; HOMOLOGADO; -; 26/01/2026;  - ; -; Contratação direta;R$ 50.235,60;R$ 50.235,60
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;8;2026;4;2026; O objeto da presente Dispensa de Licitação é a contratação de empresa especializada para a prestação de serviços de sistema de controle e cronometragem com chip em corridas esportivas a serem realizadas no Município de Balneário Gaivota/SC, contemplando 04 (quatro) eventos no período de janeiro a maio de 2026, incluindo fornecimento de pulseira descartável resistente à água ou número de peito com chip, cronômetro digital para largada, carro madrinha e plataforma/site para divulgação dos resultad; Dispensa de licitação; -; 16/01/2026; Prestação de serviços; MENOR PREÇO; 16/01/2026; HOMOLOGADO; -; 16/01/2026;  - ; -; Contratação direta;R$ 17.300,00;R$ 17.300,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;5;2026;4;2026; O OBJETO DA PRESENTE INEXIGIBILIDADE DE LICITAÇÃO É A LOCAÇÃO DE IMÓVEL, SENDO UMA SALA COMERCIAL EM ALVENARIA, LOCALIZADA NA ESTRADA JORGE FLORIANO, Nº 1250, BAIRRO RUA NOVA, NESTE MUNICÍPIO, DEVIDAMENTE REGISTRADO SOB O Nº 75.701, NO CARTÓRIO DE REGISTRO DE IMÓVEIS DA COMARCA DE SOMBRIO – SC, O QUAL SERVIRÁ PARA O FUNCIONAMENTO DO POSTO DE ATENDIMENTO DA ESTRATÉGIA SAÚDE DA FAMÍLIA (ESF) MANOEL GENEROSO PAULO.; Inexigibilidade de licitação; -; 12/03/2026; Locação; Inexigibilidade de Licitação; 12/03/2026; HOMOLOGADO; -; 11/03/2026;  - ; -; Contratação direta;R$ 18.774,48;R$ 18.774,48
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;37;2026;4;2026; O presente procedimento licitatório tem como objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura contratação de empresa especializada para execução de Pavimento com Aplicação de Concreto Asfáltico, camada de rolamento – inclusive carga e transporte, Fresagem, Pintura de Ligação com RR1 e Imprimação, para utilização de reparos/reforço de base para pavimentação asfáltica no Município de Balneário Gaivota/SC.; Pregão eletrônico; 24/04/2026 09:00; 06/04/2026; Contratação de serviços; menor preço global por lote; -; ANULADO; 29/04/2026; 02/04/2026; 24/04/2026; -; Licitação;R$ 10.834.250,00; -
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;9;2026;3;2026; LOCAÇÃO DE UM IMÓVEL DE ALVENARIA COM ÁREA APROXIMADA DE 256,38 M², LOCALIZADO NA RUA NOVA, NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, DESTINADO AO FUNCIONAMENTO DO CENTRO DE EDUCAÇÃO INFANTIL ABELHINHA.; Inexigibilidade de licitação; -; 21/01/2026; Locação; Sem Competitividade; 21/01/2026; REVOGADO; -; 21/01/2026;  - ; 26/01/2026; Contratação direta;R$ 44.940,00;R$ 44.940,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;4;2026;3;2026; O OBJETO DA PRESENTE INEXIGIBILIDADE DE LICITAÇÃO É A LOCAÇÃO DE UM IMÓVEL COMERCIAL COM ÁREA DE APROXIMADAMENTE 100 M², SITUADO NA AVENIDA INTERPRAIAS, Nº 904-917, BAIRRO SANTA RITA DE CÁSSIA SUL, NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, DESTINADO AO FUNCIONAMENTO DO SETOR DE TRANSPORTE DE PACIENTES DA SECRETARIA MUNICIPAL DE SAÚDE NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC.; Inexigibilidade de licitação; -; -; Locação; Inexigibilidade de Licitação; 12/03/2026; HOMOLOGADO; -; 11/03/2026;  - ; -; Contratação direta;R$ 24.000,00;R$ 24.000,00
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;20;2026;3;2026; PELA DESPESA EMPENHA REF, INSCRIÇÃO DE 01 VEREADORES PARA O CURSO  COMUNICAÇÃO DE IMPACTO E ASSERTIVIDADE NO SETOR PUBLICO MINISTRADO PELA CGP CENTRO DE CAPACITAÇÃO EM GESTÃO PUBLICA; Inexigibilidade de licitação; -; -; Prestação de serviços; Inexigibilidade de Licitação; 23/03/2026; HOMOLOGADO; -; 23/03/2026;  - ; -; Contratação direta;R$ 1.000,00;R$ 1.000,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;28;2026;3;2026; O PRESENTE PROCEDIMENTO LICITATÓRIO TEM POR OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE PAVIMENTAÇÃO EM LAJOTA SEXTAVADA DA AVENIDA ISAAC, NO BAIRRO LAGOINHA, COM EXTENSÃO TOTAL DE 520,00M NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, CONFORME A PORTARIA CONJUNTA SGG/SEF Nº 081/2025, PROCESSO Nº SGPE SCC 13309/2025, OBSERVADAS AS ESPECIFICAÇÕES TÉCNICAS E QUANTITATIVOS MÍNIMOS CONSTANTES NO EDITAL, NO CRONOGRAMA FÍSICO-FINANCEIRO, NO MEMORIAL DE; Concorrência eletrônica; 26/03/2026 09:00; 12/03/2026; Obras e Serviços de Arquitetura e Engenharia; MENOR PREÇO GLOBAL; 14/04/2026; HOMOLOGADO; -; 11/03/2026; 26/03/2026; -; Licitação;R$ 392.601,64;R$ 329.785,00
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;3;2026;3;2026; Contratação do Banco do Brasil S.A., instituição financeira oficial, para a prestação de serviços bancários, compreendendo a execução e administração de transações bancárias, bem como a cobrança de tarifas incidentes sobre os serviços utilizados pela Administração Pública.; Dispensa de licitação; -; -; Prestação de serviços; MENOR PREÇO GLOBAL; 06/01/2026; HOMOLOGADO; -; 06/01/2026;  - ; -; Contratação direta;R$ 4.000,00;R$ 4.000,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;36;2026;3;2026; O PRESENTE PROCEDIMENTO LICITATÓRIO TEM COMO OBJETIVO REGISTRAR PREÇOS COM A FINALIDADE DE SELECIONAR A PROPOSTA MAIS VANTAJOSA PARA FUTURA(S) E EVENTUAL(IS) AQUISIÇÕES DE INSTALAÇÃO DE PEÇAS EM GRANITO, DIVISÓRIAS EM MÁRMORE, MICTÓRIOS E CUBAS EM AÇO INOX, DESTINADOS A ATENDER AS DEMANDAS DA SECRETARIA DE EDUCAÇÃO DE BALNEÁRIO GAIVOTA/SC, DAS DEMAIS SECRETARIAS E DOS ENTES CONVENIADOS VINCULADOS AO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, EM CONFORMIDADE COM AS ESPECIFICAÇÕES MÍNIMAS DESCRITAS NO EDI; Pregão eletrônico; 30/04/2026 09:00; 07/04/2026; Aquisição de bens; MENOR PREÇO; 30/04/2026; HOMOLOGADO; -; 02/04/2026; 30/04/2026; -; Licitação;R$ 134.201,00;R$ 128.930,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;14;2026;3;2026; Contratação emergencial de empresa especializada para disponibilização, manutenção, licenciamento de uso e suporte técnico do sistema informatizado de gestão pública em saúde atualmente utilizado pela Secretaria Municipal de Saúde de Balneário Gaivota/SC, pelo prazo máximo de 06 (seis) meses, ou até a conclusão e início da execução da contratação regular decorrente do procedimento licitatório definitivo, o que ocorrer primeiro, a fim de assegurar a continuidade dos serviços públicos essenciais d; Dispensa de licitação; 11/05/2026 11:10; 14/05/2026; Prestação de serviços; MENOR PREÇO; 14/05/2026; HOMOLOGADO; -; 11/05/2026; 11/05/2026; -; Licitação;R$ 43.065,78;R$ 43.065,78
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;2;2026;2;2026; Contratação do fornecimento de agua e esgoto  para a Câmara de vereadores de Balneário Gaivota; Dispensa de licitação; -; -; Prestação de serviços; Inexigibilidade de Licitação; 06/01/2026; HOMOLOGADO; -; 06/01/2026;  - ; -; Contratação direta;R$ 3.000,00;R$ 3.000,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;4;2026;2;2026; A PRESENTE DISPENSA DE LICITAÇÃO TEM COMO OBJETO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA DE ACESSIBILIDADE E ADEQUAÇÕES NA ESCOLA DE ENSINO FUNDAMENTAL PROFESSOR DARCY RIBEIRO E DO CENTRO DE EDUCAÇÃO INFANTIL ESTRELINHA DO MAR NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, AS ABRANGENDO A REALIZAÇÃO DE TODOS OS SERVIÇOS NECESSÁRIOS PARA A EXECUÇÃO DA OBRA, CONFORME AS ESPECIFICAÇÕES MÍNIMAS CONSTANTES NO EDITAL, CRONOGRAMA FÍSICO-FINANCEIRO, MEMORIAL DESCRITIVO, PLANILHA ORÇAMENTÁRIA, E DEMAI; Dispensa de licitação; -; 21/01/2026; Obras e Serviços de Arquitetura e Engenharia; MENOR PREÇO; 27/01/2026; HOMOLOGADO; -; 15/01/2026;  - ; -; Contratação direta;R$ 121.207,87;R$ 115.146,29
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;7;2026;2;2026; CREDENCIAMENTO DE EMPRESAS PARA A PRESTAÇÃO DE SERVIÇOS DE INSERÇÃO DE MÍDIA EM JORNAL IMPRESSO COM CONTEÚDO PRIORITARIAMENTE LOCAL E INFORMATIVO, SERVIÇOS DE TELEVISÃO, SERVIÇOS DE MÍDIA ONLINE PARA DIVULGAÇÃO DE MATÉRIAS JORNALÍSTICAS E CAMPANHAS INSTITUCIONAIS, SERVIÇOS DE RÁDIODIFUSÃO E ASSINATURAL ANUAL DE JORNAL DESTINADO ÀS SECRETARIAS DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, em conformidade com as especificações mínimas constantes no Edital, Termo de Referência e demais Anexo.; Inexigibilidade de licitação; -; 28/01/2026; Prestação de serviços; Sem Competitividade; 13/02/2026; HOMOLOGADO; -; 16/01/2026;  - ; -; Contratação direta;R$ 86.500,00;R$ 86.500,00
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;17;2026;2;2026; PELA DESPESA EMPENHA REF, INSCRIÇÃO DE 10 VEREADORES E 5 SERVIDORES ENCONTRO ESTADUAL DE VEREADORES E SERVIDORES DE CÂMARAS DE SANTA CATARINA - 2026 17 a 20 de Março 2026; Inexigibilidade de licitação; -; -; Prestação de serviços; Inexigibilidade de Licitação; 04/03/2026; HOMOLOGADO; -; 04/03/2026;  - ; -; Contratação direta;R$ 10.125,00;R$ 10.125,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;7;2026;2;2026; A PRESENTE DISPENSA DE LICITAÇÃO TEM COMO OBJETIVO A  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE EXAMES DE DIAGNÓSTICO POR IMAGEM, COMPREENDENDO EXAMES DE ALTA COMPLEXIDADE, PARA ATENDIMENTO DAS DEMANDAS DA POPULAÇÃO USUÁRIA DO SISTEMA ÚNICO DE SAÚDE (SUS) VINCULADAS AO FUNDO MUNICIPAL DE SAÚDE DE BALNEÁRIO GAIVOTA-SC, EM CONFORMIDADE COM AS ESPECIFICAÇÕES MÍNIMAS DESCRITAS NO EDITAL, TERMO DE REFERÊNCIA E DEMAIS ANEXOS.; Dispensa de licitação; -; -; Prestação de serviços; MENOR PREÇO; 24/03/2026; HOMOLOGADO; -; 23/03/2026;  - ; -; Contratação direta;R$ 117.459,30;R$ 117.459,30
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;3;2026;2;2026; O OBJETO DA PRESENTE INEXIGIBILIDADE DE LICITAÇÃO É A LOCAÇÃO DE IMÓVEL, SENDO UMA SALA COMERCIAL EM ALVENARIA DE 114 M² (CENTO E QUATORZE METROS QUADRADOS), LOCALIZADA NA AVENIDA CRISPIM JOÃO PEREIRA, Nº 930, ESQUINA COM RUA N, BAIRRO JARDIM ULTRAMAR, NESTE MUNICÍPIO, DEVIDAMENTE REGISTRADO SOB O Nº 28.742, LIVRO Nº 02, NO CARTÓRIO DE REGISTRO DE IMÓVEIS DA COMARCA DE SOMBRIO – SC, O QUAL SERVIRÁ PARA ABRIGAR AS INSTALAÇÕES DA FARMÁCIA POPULAR MUNICIPAL, PARA O EXERCÍCIO DE 2026.; Inexigibilidade de licitação; -; -; Locação; Inexigibilidade de Licitação; 10/03/2026; HOMOLOGADO; -; 03/03/2026;  - ; -; Contratação direta;R$ 46.800,00;R$ 46.800,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;27;2026;2;2026; O PRESENTE PROCEDIMENTO LICITATÓRIO TEM POR OBJETIVO SELECIONAR A PROPOSTA MAIS VANTAJOSA PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DA SEDE DOS APICULTORES - (CASA DO MEL) NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, COM ÁREA A SER CONSTRUÍDA DE APROXIMADAMENTE DE 137,78 M², ABRANGENDO A REALIZAÇÃO DE TODOS OS SERVIÇOS NECESSÁRIOS PARA A ENTREGA COMPLETA DA EDIFICAÇÃO, CONFORME AS ESPECIFICAÇÕES MÍNIMAS CONSTANTES NO EDITAL, CRONOGRAMA FÍSICO-FINANCEIRO, MEMORIAL DESCRITIVO, PLANILHA OR; Concorrência eletrônica; 19/03/2026 08:00; 05/03/2026; Obras e Serviços de Arquitetura e Engenharia; MENOR PREÇO GLOBAL; 02/04/2026; HOMOLOGADO; -; 05/03/2026; 19/03/2026; -; Licitação;R$ 175.547,16;R$ 131.660,36
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;1;2026;1;2026; A PRESENTE DISPENSA DE LICITAÇÃO TEM COMO OBJETIVO A  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE EXAMES DE DIAGNÓSTICO POR IMAGEM, COMPREENDENDO EXAMES DE ALTA COMPLEXIDADE, PARA ATENDIMENTO DAS DEMANDAS DA POPULAÇÃO USUÁRIA DO SISTEMA ÚNICO DE SAÚDE (SUS) VINCULADAS AO FUNDO MUNICIPAL DE SAÚDE DE BALNEÁRIO GAIVOTA-SC, EM CONFORMIDADE COM AS ESPECIFICAÇÕES MÍNIMAS DESCRITAS NO EDITAL, TERMO DE REFERÊNCIA E DEMAIS ANEXOS.; Dispensa de licitação; -; -; Prestação de serviços; MENOR PREÇO; 02/02/2026; HOMOLOGADO; -; 04/02/2026;  - ; -; Licitação;R$ 219.652,45;R$ 219.652,45
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;1;2026;1;2026; Contratação do fornecimento de energia elétrica para a Câmara de vereadores de Balneário Gaivota; Dispensa de licitação; -; -; Prestação de serviços; Inexigibilidade de Licitação; 06/01/2026; HOMOLOGADO; -; 06/01/2026;  - ; -; Contratação direta;R$ 6.000,00;R$ 6.000,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;1;2026;1;2026; A PRESENTE LICITAÇÃO TEM POR OBJETIVO REGISTRAR PREÇOS COM A FINALIDADE DE SELECIONAR A PROPOSTA MAIS VANTAJOSA PARA AQUISIÇÃO DE PNEUS, DESTINADOS A ATENDER A FROTA DA SECRETARIA DE ADMINISTRAÇÃO E DAS DEMAIS SECRETARIAS E ENTES CONVENIADOS VINCULADOS AO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC.; Pregão eletrônico; 04/02/2026 09:00; 22/01/2026; Aquisição de bens; MENOR PREÇO; 09/02/2026; HOMOLOGADO; -; 22/01/2026; 04/02/2026; -; Licitação;R$ 468.862,16;R$ 244.031,28
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;3;2026;1;2026; O OBJETO DA PRESENTE DISPENSA DE LICITAÇÃO CONSISTE NA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DA OBRA DE PAVIMENTAÇÃO DO ESTACIONAMENTO DO 19º BATALHÃO DA POLÍCIA MILITAR DE BALNEÁRIO GAIVOTA/SC, CONFORME AS ESPECIFICAÇÕES MÍNIMAS CONSTANTES NO EDITAL, CRONOGRAMA FÍSICO FINANCEIRO, MEMORIAL DESCRITIVO, PLANILHA ORÇAMENTÁRIA, PROJETO E DEMAIS ANEXOS.; Dispensa de licitação; -; 16/01/2026; Obras e Serviços de Arquitetura e Engenharia; MENOR PREÇO; 09/02/2026; HOMOLOGADO; -; 15/01/2026;  - ; -; Contratação direta;R$ 59.129,20;R$ 54.578,94
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;2;2026;1;2026; O OBJETO DA PRESENTE INEXIGIBILIDADE DE LICITAÇÃO É A LOCAÇÃO DE IMÓVEL , SENDO UMA SALA DE ALVENARIA DE 90,00 M² APROXIMADAMENTE, LOCALIZADA NO LOTE 16 NA QUADRA G,  NA RODOVIA JOSÉ TISCOSKI, Nº 4135, BAIRRO LAGOA DE FORA, NESTE MUNICÍPIO, DEVIDAMENTE REGISTRADO SOB O Nº 65.627, LIVRO Nº 02, NO CARTÓRIO DE REGISTRO DE IMÓVEIS DA COMARCA DE SOMBRIO – SC. O QUAL SERVIRÁ PARA ABRIGAR AS INSTALAÇÕES DA FARMÁCIA POPULAR MUNICIPAL, PARA O EXERCÍCIO DE 2026.; Inexigibilidade de licitação; -; 04/03/2026; Locação; Inexigibilidade de Licitação; 05/03/2026; HOMOLOGADO; -; 03/03/2026;  - ; -; Contratação direta;R$ 19.536,00;R$ 19.536,00
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;16;2026;1;2026; PELA DESPESA EMPENHA REF, INSCRIÇÃO DE 11 VEREADORES E 4 SERVIDORES NA MARCHA EM DEFESA DOS MUNICÍPIOS ORGANIZADO PELA CNM NOS DIA 18 A 21 DE MAIO DE 2026 CONFORME FOULDER EM ANEXO; Inexigibilidade de licitação; -; -; Prestação de serviços; Inexigibilidade de Licitação; 27/02/2026; HOMOLOGADO; -; 27/02/2026;  - ; -; Contratação direta;R$ 8.250,00;R$ 8.250,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;6;2026;1;2026; O PRESENTE PROCEDIMENTO LICITATÓRIO TEM POR OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE PAVIMENTAÇÃO COM BLOCOS SEXTAVADOS E ASSENTAMENTO DE MEIO-FIO EM DIVERSAS RUAS DO BAIRRO LAGOA DE FORA, NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, CONFORME A PORTARIA CONJUNTA SGG/SEF Nº 076/2025, PROCESSO Nº SGPE SCC 5958/2025, OBSERVADAS AS ESPECIFICAÇÕES TÉCNICAS E QUANTITATIVOS MÍNIMOS CONSTANTES NO EDITAL, NO CRONOGRAMA FÍSICO-FINANCEIRO, NO MEMORIAL ; Concorrência eletrônica; 23/03/2026 09:00; 09/03/2026; Obras e Serviços de Arquitetura e Engenharia; menor preço global por lote; 27/04/2026; HOMOLOGADO; -; 15/01/2026; 23/03/2026; -; Licitação;R$ 643.554,81;R$ 544.891,94
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;8;2026;1;2026; O PRESENTE PROCEDIMENTO LICITATÓRIO TEM COMO OBJETIVO REGISTRAR PREÇOS COM A FINALIDADE DE SELECIONAR A PROPOSTA MAIS VANTAJOSA PARA FUTURA(S) CONTRATAÇÃO(ES) DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE TRANSPORTE DE PACIENTES QUE NECESSITAM DE TRATAMENTO FORA DOMICÍLIO (TFD), VISANDO ATENDER A NECESSIDADE DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, EM CONFORMIDADE COM AS ESPECIFICAÇÕES MÍNIMAS DESCRITAS NO EDITAL, TERMO DE REFERÊNCIA E DEMAIS ANEXOS.; Pregão eletrônico; 04/05/2026 09:00; 14/04/2026; Prestação de serviços; MENOR PRECO POR ITEM; 06/05/2026; HOMOLOGADO; -; 08/04/2026; 04/05/2026; -; Licitação;R$ 576.000,00;R$ 383.520,00
